text,text_lower,label
Sexto Protocolo Adicional al Apéndice,sexto protocolo adicional al apéndice,PER
Argentina,argentina,LOC
México,méxico,LOC
Brasil,brasil,LOC
Bajo,bajo,MISC
ACE,ace,ORG
Brasil,brasil,LOC
Con esta iniciativa,con esta iniciativa,MISC
México,méxico,LOC
Argentina,argentina,LOC
Brasil,brasil,LOC
América Latina,américa latina,LOC
Gobierno Federal,gobierno federal,LOC
Modernización del Acuerdo global México,modernización del acuerdo global méxico,LOC
Unión Europea,unión europea,ORG
TLCUEM,tlcuem,ORG
El 21 de mayo,el 21 de mayo,MISC
Comité Conjunto México-,comité conjunto méxico-,ORG
UE,ue,ORG
Acuerdo global,acuerdo global,MISC
México,méxico,LOC
TLCUEM,tlcuem,ORG
La Alianza del Pacífico,la alianza del pacífico,MISC
América Latina,américa latina,LOC
Caribe,caribe,LOC
América,américa,LOC
También,también,MISC
El 5,el 5,MISC
Estados Asociados,estados asociados,LOC
El 10 de mayo,el 10 de mayo,MISC
Ministerial de la Alianza del Pacífico,ministerial de la alianza del pacífico,ORG
Ciudad de México,ciudad de méxico,LOC
Corea del Sur,corea del sur,LOC
Estado Asociado,estado asociado,LOC
México,méxico,LOC
Estados Unidos de América,estados unidos de américa,LOC
Estados Unidos,estados unidos,LOC
Medidas,medidas,MISC
DS551,ds551,ORG
México,méxico,LOC
Estados Unidos de América,estados unidos de américa,LOC
DS560,ds560,LOC
Lo anterior dio fin a las diferencias iniciadas por las medidas de,lo anterior dio fin a las diferencias iniciadas por las medidas de,MISC
Estados Unidos de América,estados unidos de américa,LOC
México,méxico,LOC
Chile,chile,LOC
En la celebración de los 20,en la celebración de los 20,MISC
México,méxico,LOC
Chile,chile,LOC
Comisión Administradora,comisión administradora,ORG
El 20 de junio,el 20 de junio,MISC
los Estados Asociados,los estados asociados,LOC
Alianza del Pacífico,alianza del pacífico,ORG
Argentina,argentina,LOC
El 29 de mayo,el 29 de mayo,MISC
Gobierno de Argentina,gobierno de argentina,LOC
Brasil,brasil,LOC
Los días 30 y 31 de mayo,los días 30 y 31 de mayo,MISC
Ciudad de México,ciudad de méxico,LOC
Gobierno de Brasil,gobierno de brasil,MISC
Ecuador,ecuador,LOC
El 21 de junio de 2019,el 21 de junio de 2019,MISC
Este proceso,este proceso,MISC
Estado Asociado de la Alianza del Pacífico,estado asociado de la alianza del pacífico,LOC
Japón,japón,LOC
Con la finalidad de mandar,con la finalidad de mandar,MISC
México,méxico,LOC
Décima Primera,décima primera,ORG
Comité,comité,ORG
Ambiente de Negocios,ambiente de negocios,MISC
CIBE,cibe,ORG
Acuerdo de Asociación Económica,acuerdo de asociación económica,MISC
México,méxico,LOC
Japón,japón,LOC
Participaron representantes de las dependencias gubernamentales,participaron representantes de las dependencias gubernamentales,MISC
México,méxico,LOC
Japón,japón,LOC
Destaca,destaca,LOC
Acuerdos para la Promoción,acuerdos para la promoción,MISC
Protección Recíproca de Inversiones,protección recíproca de inversiones,ORG
Arabia Saudita,arabia saudita,LOC
Ucrania,ucrania,LOC
Jamaica,jamaica,LOC
San Marino,san marino,LOC
Acuerdos con Corea,acuerdos con corea,MISC
India,india,LOC
El Gobierno de México,el gobierno de méxico,LOC
Corea,corea,LOC
Emiratos Árabes Unidos,emiratos árabes unidos,LOC
Federación Rusa,federación rusa,LOC
China,china,LOC
Emiratos Árabes Unidos,emiratos árabes unidos,LOC
República de El Salvador,república de el salvador,LOC
Ecuador,ecuador,LOC
Finlandia,finlandia,LOC
Irlanda,irlanda,LOC
México,méxico,LOC
Agencia Mexicana de Cooperación Internacional para el Desarrollo,agencia mexicana de cooperación internacional para el desarrollo,ORG
América Latina,américa latina,LOC
Caribe,caribe,LOC
El 23 de mayo,el 23 de mayo,MISC
México,méxico,LOC
Brasil,brasil,LOC
Chile,chile,LOC
Perú,perú,LOC
Programa Regional de la Organización para la Cooperación y el Desarrollo Económicos,programa regional de la organización para la cooperación y el desarrollo económicos,ORG
OCDE,ocde,ORG
América Latina,américa latina,ORG
Caribe,caribe,LOC
México,méxico,LOC
Programa,programa,ORG
OCDE,ocde,ORG
RESCATE DEL SECTOR ENERGÉTICO,rescate del sector energético,ORG
Con una visión hacia la Seguridad Nacional,con una visión hacia la seguridad nacional,MISC
Estado,estado,LOC
Con este fin,con este fin,MISC
Gobierno Federal,gobierno federal,LOC
Presupuesto de Egresos de la Federación a Petróleos Mexicanos,presupuesto de egresos de la federación a petróleos mexicanos,MISC
PEMEX,pemex,ORG
Comisión Federal de Electricidad,comisión federal de electricidad,ORG
CFE,cfe,ORG
La Secretaría de Energía,la secretaría de energía,MISC
SENER,sener,ORG
PEMEX,pemex,ORG
Cabe señalar,cabe señalar,MISC
Se firmaron 112,se firmaron 112,MISC
De los 112,de los 112,MISC
Ronda,ronda,MISC
Miztón,miztón,PER
ENI,eni,ORG
PETRÓLEOS MEXICANOS,petróleos mexicanos,MISC
LA CAÍDA,la caída,MISC
LA,la,LOC
PRODUCCIÓN,producción,MISC
Petróleos Mexicanos,petróleos mexicanos,PER
Al mes de junio,al mes de junio,MISC
La producción de petróleo crudo,la producción de petróleo crudo,MISC
Mbd,mbd,LOC
MMpcd,mmpcd,MISC
Plan Nacional para la Producción de Hidrocarburos,plan nacional para la producción de hidrocarburos,ORG
Pemex Exploración,pemex exploración,ORG
Producción,producción,ORG
Exploración,exploración,LOC
Producción,producción,LOC
De,de,MISC
A y B,a y b,MISC
PEMEX,pemex,ORG
PEMEX,pemex,ORG
Tal caso es el campo Ixachi,tal caso es el campo ixachi,MISC
El 18 de junio de 2019,el 18 de junio de 2019,MISC
Comisión Nacional de Hidrocarburos,comisión nacional de hidrocarburos,ORG
CNH,cnh,ORG
Plan de Desarrollo,plan de desarrollo,MISC
Mbd,mbd,LOC
Este yacimiento,este yacimiento,LOC
Mbd,mbd,LOC
Se estima que los tiempos entre el descubrimiento,se estima que los tiempos entre el descubrimiento,MISC
PEMEX,pemex,ORG
Asimismo,asimismo,LOC
Ixachi,ixachi,LOC
Octli,octli,LOC
Tlacame,tlacame,LOC
Cahua,cahua,LOC
Chocol,chocol,LOC
Cibix,cibix,LOC
Tetl,tetl,LOC
Mulach,mulach,LOC
Valeriana,valeriana,LOC
Xikin,xikin,LOC
Pokche,pokche,LOC
Suuk,suuk,LOC
Uchbal,uchbal,LOC
Teekit,teekit,LOC
Hok Jaatsul,hok jaatsul,LOC
Koban,koban,LOC
Cheek,cheek,LOC
Manik,manik,LOC
Esah,esah,LOC
Yaxché,yaxché,LOC
Onel,onel,LOC
MMP,mmp,ORG
West Texas Intermediate,west texas intermediate,ORG
WTI,wti,ORG
LAMEZCLA,lamezcla,ORG
HA AUMENTADO,ha aumentado,ORG
MARCADOR WTI,marcador wti,MISC
DICIEMBRE,diciembre,ORG
A JULIO,a julio,MISC
Var.1/ WTI,var.1/ wti,MISC
FUENTE,fuente,ORG
Banco de México,banco de méxico,LOC
Energy Information Administration,energy information administration,ORG
EUA,eua,LOC
CRE,cre,MISC
Argus Media,argus media,MISC
AHORROS OBTENIDOS,ahorros obtenidos,MISC
EXPLORACIÓN Y,exploración y,MISC
PEMEX,pemex,LOC
En los precios contratados,en los precios contratados,MISC
PEMEX,pemex,ORG
Esta combinación de factores,esta combinación de factores,MISC
La petrolera nacional modificó,la petrolera nacional modificó,MISC
Ahora,ahora,MISC
En el caso de los servicios de perforación,en el caso de los servicios de perforación,MISC
Agrupación,agrupación,ORG
El modelo considera,el modelo considera,MISC
CONTENIDO NACIONAL,contenido nacional,MISC
Se elaboraron propuestas de actualización,se elaboraron propuestas de actualización,MISC
Se han realizado actividades,se han realizado actividades,MISC
FUSIÓN DE EMPRESAS PRODUCTIVAS SUBSIDIARIAS DE PETRÓLEOS MEXICANOS,fusión de empresas productivas subsidiarias de petróleos mexicanos,MISC
Consejo de Administración de Petróleos Mexicanos,consejo de administración de petróleos mexicanos,ORG
Pemex Exploración,pemex exploración,ORG
Producción,producción,ORG
Pemex Perforación,pemex perforación,LOC
Pemex Transformación Industrial,pemex transformación industrial,ORG
Pemex Etileno,pemex etileno,PER
DESEMPE—O,desempe—o,MISC
NACIONAL DE REFINACIÓN,nacional de refinación,ORG
Sistema Nacional de Refinación,sistema nacional de refinación,LOC
SNR,snr,LOC
DÍAS DE DEMANDA,días de demanda,MISC
DICIEMBRE,diciembre,ORG
FUENTE,fuente,ORG
Energía,energía,LOC
LIMPIOS,limpios,LOC
DICIEMBRE,diciembre,ORG
La producción de combustibles limpios,la producción de combustibles limpios,MISC
AUMENTO SUSTANCIAL DE,aumento sustancial de,MISC
INVENTARIOS DE GASOLINA Y DIÉSEL,inventarios de gasolina y diésel,MISC
Respecto de diciembre de 2018,respecto de diciembre de 2018,MISC
REHABILITACIÓN,rehabilitación,MISC
Petróleos Mexicanos,petróleos mexicanos,LOC
Minatitlán,minatitlán,LOC
Madero,madero,LOC
Salina Cruz,salina cruz,LOC
Cadereyta,cadereyta,LOC
Tula,tula,LOC
Salamanca,salamanca,LOC
Los trabajos se realizarán,los trabajos se realizarán,MISC
PEMEX,pemex,ORG
CONSTRUCCIÓN,construcción,ORG
REFINERÍA DOS BOCAS México,refinería dos bocas méxico,MISC
En el caso de las gasolinas,en el caso de las gasolinas,MISC
Mbd,mbd,MISC
México,méxico,LOC
Paraíso,paraíso,LOC
Dos Bocas,dos bocas,LOC
Tabasco,tabasco,LOC
PEMEX,pemex,ORG
Sureste Mexicano,sureste mexicano,LOC
El 15 de marzo de 2019,el 15 de marzo de 2019,MISC
SENER,sener,ORG
Pemex Transformación Industrial,pemex transformación industrial,ORG
Refinería de Dos Bocas,refinería de dos bocas,LOC
Además,además,LOC
Será de alta eficiencia energética,será de alta eficiencia energética,MISC
Contrato,contrato,MISC
Dos Bocas,dos bocas,LOC
Este proceso,este proceso,MISC
Van Oord,van oord,PER
Cabe,cabe,MISC
Las empresas ICA,las empresas ica,MISC
Flour Daniels,flour daniels,PER
Samsung,samsung,ORG
KBR,kbr,ORG
INFORMACIÓN OPORTUNA,información oportuna,MISC
SUMINISTRO DE,suministro de,MISC
SENER,sener,ORG
"país.""/","país.""/",ORG
CONTROL,control,ORG
GAS NATURAL,gas natural,MISC
Centro Nacional de Control del Gas Natural,centro nacional de control del gas natural,LOC
CENAGAS,cenagas,LOC
Mantener el balance del Sistema de Transporte y Almacenamiento Nacional Integrado de Gas Natural,mantener el balance del sistema de transporte y almacenamiento nacional integrado de gas natural,MISC
SISTRANGAS,sistrangas,LOC
Planeación,planeación,LOC
Red Nacional de Gasoductos,red nacional de gasoductos,LOC
El 27 de marzo de 2019,el 27 de marzo de 2019,MISC
SENER,sener,ORG
Cuarta Revisión Anual,cuarta revisión anual,MISC
Plan Quinquenal de !,plan quinquenal de !,ORG
SENER,sener,ORG
Norte,norte,LOC
Noreste,noreste,LOC
Noroeste,noroeste,LOC
Centro,centro,LOC
Occidente,occidente,LOC
Golfo,golfo,LOC
Sur,sur,LOC
Sureste,sureste,LOC
Expansión del Sistema de Transporte y Almacenamiento Nacional Integrado de Gas Natural 2015,expansión del sistema de transporte y almacenamiento nacional integrado de gas natural 2015,LOC
En esta revisión,en esta revisión,MISC
EC,ec,LOC
Cempoala,cempoala,LOC
EC Cempoala,ec cempoala,ORG
MMpcd,mmpcd,MISC
El CENAGAS,el cenagas,MISC
Consulta Pública 2019,consulta pública 2019,MISC
En la consulta participaron 86 manifestantes,en la consulta participaron 86 manifestantes,MISC
México,méxico,LOC
ACCESIBLES DE COMBUSTIBLES A LA POBLACIÓN,accesibles de combustibles a la población,MISC
GLP,glp,MISC
El resultado de la Consulta Pública CENAGAS 2019,el resultado de la consulta pública cenagas 2019,MISC
PRECIOS DE GAS,precios de gas,MISC
GAS LP,gas lp,MISC
Mes,mes,LOC
Gas estacionario Pesos,gas estacionario pesos,LOC
litro Cilindros Pesos,litro cilindros pesos,MISC
FUENTE,fuente,ORG
Energía,energía,LOC
Los precios de referencia internacionales,los precios de referencia internacionales,MISC
El precio de referencia,el precio de referencia,MISC
PRECIOS DE COMBUSTIBLES Pese,precios de combustibles pese,MISC
Gobierno Federal,gobierno federal,LOC
Con el fin de cumplir,con el fin de cumplir,MISC
Gobierno de México,gobierno de méxico,MISC
Con,con,MISC
Gobierno Federal,gobierno federal,LOC
De esta manera,de esta manera,MISC
COMBATE AL COMERCIO,combate al comercio,MISC
ILEGAL,ilegal,ORG
HIDROCARBUROS A,hidrocarburos a,ORG
Estos últimos bajo la vigilancia,estos últimos bajo la vigilancia,MISC
Estas acciones se enmarcan,estas acciones se enmarcan,MISC
En un plazo de siete meses,en un plazo de siete meses,MISC
Adicionalmente,adicionalmente,LOC
SENER,sener,ORG
REACTIVACIÓN,reactivación,MISC
NACIONAL,nacional,MISC
FERTILIZANTES,fertilizantes,MISC
Presidente de México,presidente de méxico,MISC
México,méxico,LOC
Las bases operativas,las bases operativas,MISC
MMpcd,mmpcd,MISC
CFE,cfe,ORG
Usd,usd,LOC
Amoniaco,amoniaco,ORG
Urea,urea,LOC
Amoniaco,amoniaco,ORG
Urea,urea,LOC
Urea,urea,LOC
Amoniaco,amoniaco,LOC
Cosoleacaque,cosoleacaque,LOC
DICIEMBRE,diciembre,ORG
LOS PRECIOS,los precios,LOC
JULIO,julio,ORG
Pesos,pesos,MISC
Nacional2018 2019201820192018,nacional2018 2019201820192018,MISC
Diésel,diésel,LOC
FUENTE,fuente,ORG
Argus Media,argus media,MISC
Cotizaciones de Houston Spot Pipeline,cotizaciones de houston spot pipeline,ORG
SENER,sener,ORG
CRE.a,cre.a,MISC
Para Urea,para urea,MISC
I,i,MISC
Urea,urea,LOC
PEMEX,pemex,ORG
Camargo,camargo,LOC
Reynosa,reynosa,LOC
San Fernando,san fernando,LOC
Escolín,escolín,LOC
Cosoleacaque,cosoleacaque,LOC
FEDERAL DE ELECTRICIDAD,federal de electricidad,ORG
MÁXIMA,máxima,ORG
ELECTRICIDAD La Demanda Máxima Instantánea,electricidad la demanda máxima instantánea,MISC
DMI,dmi,MISC
Sistema Interconectado Nacional,sistema interconectado nacional,LOC
Frente a 2017,frente a 2017,MISC
DMI,dmi,ORG
Para el Sistema Baja California,para el sistema baja california,MISC
Baja California Sur,baja california sur,LOC
DMI,dmi,LOC
Baja California,baja california,LOC
Baja California Sur,baja california sur,LOC
La DMI,la dmi,LOC
GENERACIÓN NACIONAL DE ELECTRICIDAD Y AUMENTO,generación nacional de electricidad y aumento,MISC
GENERACIÓN,generación,MISC
ENERGÍAS,energías,MISC
GWh,gwh,LOC
Respecto a 2018,respecto a 2018,MISC
GENERACIÓN DE ENERGÍA ELÉCTRICA,generación de energía eléctrica,MISC
TIPODE FUENTE Tipo,tipode fuente tipo,ORG
GWh(%)TOTAL,gwh(%)total,MISC
"100.00Vapor 40,413.28","100.00vapor 40,413.28",MISC
"Turbogas 14,954.97","turbogas 14,954.97",MISC
Ciclo,ciclo,MISC
Combustión,combustión,LOC
Carboeléctrica,carboeléctrica,LOC
Hidraúlica,hidraúlica,LOC
Nucleo,nucleo,LOC
Geotérmica,geotérmica,LOC
Solar,solar,LOC
Mercado eléctrico Mayorista,mercado eléctrico mayorista,LOC
AUMENTO DE PARTICIPANTES EN EL MERCADO ELÉCTRICO A,aumento de participantes en el mercado eléctrico a,MISC
AVANCE DE LA,avance de la,MISC
INSTALADA,instalada,ORG
Con relación a la Tercera Subasta Eléctrica,con relación a la tercera subasta eléctrica,MISC
AMPLIACIÓN,ampliación,MISC
INFRAESTRUCTURA DE TRANSMISIÓN Y,infraestructura de transmisión y,MISC
La infraestructura de transmisión,la infraestructura de transmisión,MISC
Sistema Eléctrico Nacional,sistema eléctrico nacional,LOC
CFE,cfe,ORG
MVA,mva,ORG
De,de,MISC
Se,se,MISC
Al corte de junio,al corte de junio,MISC
LAS PÉRDIDAS,las pérdidas,MISC
Las pérdidas de energía,las pérdidas de energía,MISC
"34,885 GWh","34,885 gwh",LOC
GWh,gwh,LOC
GWh,gwh,LOC
Además,además,LOC
Baja California,baja california,LOC
Noroeste,noroeste,LOC
Norte,norte,LOC
Golfo Norte,golfo norte,LOC
527 GWh,527 gwh,LOC
Con relación al avance,con relación al avance,MISC
CFE Distribución,cfe distribución,ORG
GWh,gwh,LOC
MEJORA EN LA DISMINUCIÓN,mejora en la disminución,MISC
TIEMPO,tiempo,MISC
INTERRUPCIÓN A,interrupción a,MISC
Duración Promedio de Interrupciones,duración promedio de interrupciones,ORG
Sistema,sistema,ORG
SAIDI,saidi,LOC
Asimismo,asimismo,MISC
Frecuencia de Interrupción Promedio del Sistema,frecuencia de interrupción promedio del sistema,ORG
ELECTRIFICACIÓN EN COMUNIDADES INDÍGENAS,electrificación en comunidades indígenas,ORG
CAMPESINAS Y AFROMEXICANAS,campesinas y afromexicanas,ORG
Fondo de Servicio Universal Eléctrico,fondo de servicio universal eléctrico,ORG
FSUE,fsue,ORG
Dichas,dichas,ORG
"Las 2,211 obras suman","las 2,211 obras suman",MISC
República Mexicana,república mexicana,LOC
Adicionalmente,adicionalmente,LOC
Estas últimas,estas últimas,MISC
"Estas obrasbenefician a 159,563 habitantes de 872 localidades en 26 estados de la República Mexicana","estas obrasbenefician a 159,563 habitantes de 872 localidades en 26 estados de la república mexicana",MISC
El 6 de junio de 2019,el 6 de junio de 2019,MISC
Convenio Marco de Colaboración,convenio marco de colaboración,MISC
CFE,cfe,ORG
Instituto Nacional de Pueblos Indígenas,instituto nacional de pueblos indígenas,ORG
INPI,inpi,ORG
El primer convenio específico,el primer convenio específico,MISC
INPI,inpi,ORG
FSUE,fsue,ORG
CENTRO,centro,LOC
CONTROL DE ENERGÍA,control de energía,MISC
CENACE,cenace,ORG
La operación del Sistema Eléctrico Nacional,la operación del sistema eléctrico nacional,MISC
SEN,sen,MISC
Generación,generación,MISC
SEN,sen,MISC
Comisión Federal de Electricidad,comisión federal de electricidad,ORG
"De las 5,087 horas transcurridas","de las 5,087 horas transcurridas",MISC
Se incorporaron 40,se incorporaron 40,MISC
SEN,sen,MISC
Aguascalientes,aguascalientes,LOC
Baja California,baja california,LOC
Baja California Sur,baja california sur,LOC
Campeche,campeche,LOC
Coahuila,coahuila,LOC
Ciudad de México,ciudad de méxico,LOC
Chihuahua,chihuahua,LOC
